Issuing Organization,Micro-credential Stack Name,Micro-credential Name,Competency Statement (Description),Badge Image Link (Badgr),Direct Link to MC on the platform,MC ID #,Audience,Education Standard,Topics
IRIS Center,Accommodations,Timing and Scheduling Accommodations, The educator identifies one timing and scheduling accommodation for a student with a disability based on his or her individual learning strengths and needs and the barrier created by the disability. ,https://media.badgr.com/uploads/badges/fe3183c5-d180-4245-9c60-ccd40134257e.png,https://microcredentials.digitalpromise.org/explore/timing-and-scheduling-accommodations,N4U036,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Personalized Learning,Special Education Practices,Accommodations"
IRIS Center,Accommodations,Setting Accommodations, The educator identifies one setting accommodation for a student with a disability based on his or her individual learning strengths and needs and the barrier created by the disability.  ,https://media.badgr.com/uploads/badges/c02af6ed-6e67-44e4-93c0-ec34eca7bc91.png,https://microcredentials.digitalpromise.org/explore/setting-accommodations,M5QP6L,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Personalized Learning,Special Education Practices,Accommodations"
IRIS Center,Accommodations,Presentation Accommodations, The educator identifies presentation accommodations for a student with a disability based on his or her individual learning strengths and needs. ,https://media.badgr.com/uploads/badges/dbb26bc5-9907-48c8-9c8b-a0e348790f95.png,https://microcredentials.digitalpromise.org/explore/presentation-accommodations,HY5M2B,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Personalized Learning,Special Education Practices,Accommodations"
IRIS Center,Accommodations,Response Accommodations, The educator identifies one response accommodation for a student with a disability based on his or her individual learning strengths and needs and the barrier created by the disability. ,https://media.badgr.com/uploads/badges/a4b12d21-c7bf-4d3d-863f-efae4f1f67b1.png,https://microcredentials.digitalpromise.org/explore/response-accommodations,V31GJC,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Personalized Learning,Special Education Practices,Accommodations"
Kentucky Valley Educational Cooperative,Shared Leadership,Developing an Instructional Strategy Checklist," Educator creates, uses and shares a checklist for an instructional strategy to improve professional practice and advance student outcomes. ",https://media.badgr.io/uploads/badges/2975674b-4a09-4713-ba45-c6807c122ff9.png,https://microcredentials.digitalpromise.org/explore/developing-an-instructional-strategy-checklist,GPZY70,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List,Learning Forward Subject Matter","Project-based Learning,Project-Based Learning,Collaboration,Communication Skills,Introduction to the Learning Sciences,Learning Sciences"
Kentucky Valley Educational Cooperative,Teaching and Learning in Computer Science,Facilitating Online Computer Science Learning, Facilitator effectively facilitates online computer-science learning.  ,https://media.badgr.io/uploads/badges/300f3b51-1205-4796-9661-a50eb8301892.png,https://microcredentials.digitalpromise.org/explore/facilitating-online-computer-science-learning,KE9MRQ,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator","ISTE Subject Matter,Digital Promise Research Map Topic List","STEM & STEAM,Online Learning"
Kentucky Valley Educational Cooperative,Shared Leadership,Framing a Problem of Practice,School leader engages in and facilitates a protocol process to effectively frame a school problem of practice.,https://media.badgr.io/uploads/badges/fa6baa46-4686-4f78-8b93-101de588a6a7.png,https://microcredentials.digitalpromise.org/explore/framing-a-problem-of-practice,ED9LZC,"Administrator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Digital Promise Research Map Topic List,Learning Forward Subject Matter","Learning Sciences,Introduction to the Learning Sciences,Leadership"
Kentucky Valley Educational Cooperative,Teaching Rural Students from Poverty,Understanding Types of Poverty, Educator demonstrates knowledge of different poverty types and their effect on student learning. ,https://media.badgr.io/uploads/badges/d49ede1e-d670-4b48-85d5-72b159e047b5.png,https://microcredentials.digitalpromise.org/explore/understanding-types-of-poverty,Z4AUK1,Classroom Educator,Digital Promise Research Map Topic List,"Identity & Behavior & Relationships,Poverty,Equity"
Kentucky Valley Educational Cooperative,Shared Leadership,Assessment Literacy, Educator uses assessment to strengthen the critical connection between teaching and assessing student learning. ,https://media.badgr.io/uploads/badges/86cbac9b-9e8c-42b5-a4d8-b933664c7b9a.png,https://microcredentials.digitalpromise.org/explore/assessment-literacy,BUSK5H,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List,Learning Forward Subject Matter","Assessment,Leadership,Introduction to the Learning Sciences,Learning Sciences"
Kentucky Valley Educational Cooperative,Shared Leadership,Collaborative Coaching," The practitioner (teacher leader, principal, district administrator) engages in powerful, collaborative, and self-initiated coaching for the purpose of improved teaching and learning. ",https://media.badgr.io/uploads/badges/7cb4ad4d-1803-48b0-a484-353bc9d13075.png,https://microcredentials.digitalpromise.org/explore/collaborative-coaching,7M0EGU,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Digital Promise Research Map Topic List,Learning Forward Subject Matter","Leadership,Introduction to the Learning Sciences,Coaching & Teacher Support,Learning Sciences"
Kentucky Valley Educational Cooperative,Teaching Rural Students from Poverty,Building Relationships, Educator demonstrates knowledge and strategies to build relationships with rural students from poverty. ,https://media.badgr.io/uploads/badges/40c41d73-b3d0-4ad6-8296-02349a2f8159.png,https://microcredentials.digitalpromise.org/explore/building-relationships,SXDU8A,Classroom Educator,Digital Promise Research Map Topic List,"Identity & Behavior & Relationships,Poverty,Equity"
KQED & PBS,Media Literacy,Creating a Code of Conduct," Ability to clearly communicate, model, and uphold a code of conduct or other set of clear expectations for student use of online resources and platforms that promotes a positive school culture and supports safe and responsible technology use.  ",https://media.badgr.io/uploads/badges/9e215096-1743-449d-87d8-1653fdc4a3b6.png,https://microcredentials.digitalpromise.org/explore/creating-a-code-of-conduct,MXGFPQ,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Digital Promise Research Map Topic List","Digital & Media Literacy,Online Learning,Online Safety & Security"
KQED & PBS,Media Literacy,Making Media for Classroom Use: Audio and Video," Ability to create original audio and/or video content that communicates a specific message to, and supports, the learning of a student audience. ",https://media.badgr.io/uploads/badges/cdb9fd27-f5d6-45b9-9500-b00d31f03bff.png,https://microcredentials.digitalpromise.org/explore/making-media-for-classroom-use-audio-and-video,F7V3P0,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,Digital & Media Literacy
KQED & PBS,Media Literacy,Implementing Media Projects in Early Childhood," Ability to create and implement effective content-specific instruction in preK&ndash;Grade 2 in which students learn content by accessing, creating and sharing media. ",https://media.badgr.io/uploads/badges/3ae4ea75-6076-483a-b6ff-04cd0973ca8b.png,https://microcredentials.digitalpromise.org/explore/implementing-media-projects-in-early-childhood,U0R85K,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,Digital & Media Literacy
KQED & PBS,Media Literacy,Evaluating Online Tools for Classroom Use," Ability to evaluate online learning tools with respect to federal rules and regulations related to student safety and privacy, as well as with respect to the Terms of Service agreements for online platforms/services in use in your learning environment. ",https://media.badgr.io/uploads/badges/130795a3-056c-44d4-b91b-95c1ab58844c.png,https://microcredentials.digitalpromise.org/explore/evaluating-online-tools-for-classroom-use,4DPETQ,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Digital Promise Research Map Topic List","Digital & Media Literacy,Online Learning,Online Safety & Security"
KQED & PBS,Media Literacy,Assessing Student Media," Ability to design and implement assessment practices for student-created media that are aligned to standards-based learning outcomes and ability to provide learners with quality, actionable feedback about both the academic content requirements associated with the media and the quality and effectiveness of the media itself. ",https://media.badgr.io/uploads/badges/c0ccee84-5336-4a9f-a49b-ebc462bd5458.png,https://microcredentials.digitalpromise.org/explore/assessing-student-media,WRHLZ7,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,Digital & Media Literacy
KQED & PBS,Media Literacy,Implementing Media Projects in the Upper Grades," Ability to create and implement effective content-specific instruction in grades 3 and up in which students learn content by accessing, creating, and sharing media. ",https://media.badgr.io/uploads/badges/0de019eb-bd98-4ba4-91cf-4ae800d74b3f.png,https://microcredentials.digitalpromise.org/explore/implementing-media-projects-in-the-upper-grades,Q4K5CD,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,Digital & Media Literacy
KQED & PBS,Media Literacy,Evaluating Online Information," Ability to use, as well as instruct others to use, online tools to find and evaluate credible resources related to specific lines of inquiry. ",https://media.badgr.io/uploads/badges/f07d91ac-93cb-4295-9e9d-940a938dbd23.png,https://microcredentials.digitalpromise.org/explore/evaluating-online-information,ECBRWV,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Digital Promise Research Map Topic List","Digital & Media Literacy,Online Learning,Online Safety & Security"
KQED & PBS,Media Literacy,"Making Media for Classroom Use: Images, Graphics and Interactives"," Ability to create original, image-based or interactive media content to support the learning of a student audience. ",https://media.badgr.io/uploads/badges/e750301c-e141-4bf5-aee1-42cb186ecf4f.png,https://microcredentials.digitalpromise.org/explore/making-media-for-classroom-use-images-graphics-and,ACLBRV,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,Digital & Media Literacy
KQED & PBS,Media Literacy,Critically Analyzing Media," Ability to analyze and evaluate media, as well as instruct others to do the same, specifically with respect to how production choices influence media messages. ",https://media.badgr.io/uploads/badges/eb24ce35-19a2-4bf0-9db2-f1774894feeb.png,https://microcredentials.digitalpromise.org/explore/critically-analyzing-media-2,L406TB,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,Digital & Media Literacy
Maker Ed,Getting Started With Making,Creating learner driven curriculum, Educator remixes an existing lesson plan to include new aspects of maker education. ,https://media.badgr.io/uploads/badges/dba41115-6509-43c3-b878-5f876ab12b7f.png,https://microcredentials.digitalpromise.org/explore/creating-learner-driven-curriculum,1MUPC3,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Makerspaces & Activities,Learning Spaces"
Maker Ed,Getting Started With Making,Makerspace safety, Educator develops safety systems and protocols for the unique tools and materials stocked in their makerspace. ,https://media.badgr.io/uploads/badges/d3875ecd-7f3b-40b7-856b-e19bae4868bb.png,https://microcredentials.digitalpromise.org/explore/makerspace-safety,8MAQE2,Classroom Educator,ISTE Subject Matter,"Makerspaces & Activities,Learning Spaces"
Maker Ed,Getting Started With Making,Planning a student showcase," Educator plans a showcase for youth maker projects, processes, and/or work. ",https://media.badgr.io/uploads/badges/31255125-6247-47dd-a1b0-c99f070a7d01.png,https://microcredentials.digitalpromise.org/explore/planning-a-student-showcase,P3WKJB,Classroom Educator,ISTE Subject Matter,"Makerspaces & Activities,Learning Spaces"
Maker Ed,Getting Started With Making,Designing a space for making, Educator designs an environment that is conducive to maker-centered education and based on the needs and experiences of their community members. ,https://media.badgr.io/uploads/badges/7dd45161-d8ec-4f88-bad8-87da5b36ea42.png,https://microcredentials.digitalpromise.org/explore/designing-a-space-for-making,NKETSW,Classroom Educator,ISTE Subject Matter,"Makerspaces & Activities,Learning Spaces"
Maker Ed,Getting Started With Making,Choosing materials that matter, Educator chooses materials for maker lessons and activities based on student interests. ,https://media.badgr.io/uploads/badges/7f469a67-6ab5-426e-959d-138ccb808acb.png,https://microcredentials.digitalpromise.org/explore/choosing-materials-that-matter,2LDJ0U,Classroom Educator,ISTE Subject Matter,"Makerspaces & Activities,Learning Spaces"
Maker Ed,Getting Started With Making,Documenting and reflecting on making," Educator uses documentation as a means of providing a meaningful context for reflection, assessment and understanding of learning and growth. ",https://media.badgr.io/uploads/badges/51970d3d-6e80-4344-90e1-0457306f3166.png,https://microcredentials.digitalpromise.org/explore/documenting-and-reflecting-on-making,3DGN29,Classroom Educator,ISTE Subject Matter,"Makerspaces & Activities,Learning Spaces"
Math 20/20,Math 20/20 Qualified Instructor,Facilitates Discussions- Student Work Analysis, The instructor effectively facilitates simultaneous small-group discussions. ,https://media.badgr.io/uploads/badges/97efd485-b2f4-4371-8590-ea09b9aa1d1d.png,https://microcredentials.digitalpromise.org/explore/facilitates-discussions-student-work-analysis-2,0D542C,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Identity & Behavior & Relationships,Math Learning"
Math 20/20,Math 20/20 Qualified Instructor,Anticipates Student Strategies, The instructor anticipates student strategies for solving a given mathematical task and effectively facilitates participant learning and application of these strategies. ,https://media.badgr.io/uploads/badges/06c0fcdc-de57-4b81-a477-a0158ba44516.png,https://microcredentials.digitalpromise.org/explore/anticipates-student-strategies-math-2020,8VW2EP,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Learning Sciences,Introduction to the Learning Sciences,Math Learning,STEM Learning Practices,STEM & STEAM"
Math 20/20,Math 20/20 Qualified Instructor,Planning and Preparation, The instructor effectively plans and prepares for the session. ,https://media.badgr.io/uploads/badges/91b57367-079c-4a45-9c1e-0f42d32d95fa.png,https://microcredentials.digitalpromise.org/explore/planning-and-preparation-math-2020,0LJAP7,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Math Learning,Curriculum Planning"
Math 20/20,Math 20/20 Qualified Instructor,Makes Connections to SMPs - SMP Anchor Charts, The instructor makes connections between the Standards for Mathematical Practice (SMPs) and the content standards. ,https://media.badgr.io/uploads/badges/d02fd0db-7fc0-4961-9fad-46b200a79f17.png,https://microcredentials.digitalpromise.org/explore/makes-connections-to-smps-smp-anchor-charts-2,3YDWQK,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Math Learning,STEM Learning Practices,STEM & STEAM"
Math 20/20,Math 20/20 Qualified Instructor,Inquiry-based Teaching Strategies, The instructor uses inquiry-based teaching strategies effectively to facilitate learning. ,https://media.badgr.io/uploads/badges/57f232e0-26aa-4b12-b28a-b1a637978623.png,https://microcredentials.digitalpromise.org/explore/inquiry-based-teaching-strategies-math-2020,QSXDVH,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Learning Sciences,Introduction to the Learning Sciences,Math Learning,STEM Learning Practices,STEM & STEAM"
Math 20/20,Math 20/20 Qualified Instructor,Uses Engagement Strategies - Book Club, The instructor effectively implements participant engagement strategies. ,https://media.badgr.io/uploads/badges/7f053b0d-96e8-47c3-965e-16aeb97a4252.png,https://microcredentials.digitalpromise.org/explore/uses-engagement-strategies-book-club-2,42M187,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Literacy,Math Learning"
Math 20/20,Math 20/20 Qualified Instructor,Consolidates Learning- Mining Mats, The instructor facilitates participant consolidation of participant learning. ,https://media.badgr.io/uploads/badges/b12a4080-00d6-473e-9732-9bcb6e29f827.png,https://microcredentials.digitalpromise.org/explore/consolidates-learning-mining-mats-2,H869NL,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Learning Sciences,Introduction to the Learning Sciences,Math Learning,STEM Learning Practices,STEM & STEAM"
Math 20/20,Math 20/20 Qualified Instructor,Pacing, The instructor paces instruction effectively. ,https://media.badgr.io/uploads/badges/278cf38b-57a5-4133-96fc-001055637402.png,https://microcredentials.digitalpromise.org/explore/pacing-math-2020,6B40XP,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Learning Sciences,Introduction to the Learning Sciences,Math Learning,STEM Learning Practices,STEM & STEAM"
Math 20/20,Math 20/20 Qualified Instructor,Analyzes Feedback- Feedback Forms, The instructor solicits and effectively analyzes feedback from participants. ,https://media.badgr.io/uploads/badges/46c591d9-804f-4f95-8a8a-5a8b932e77fa.png,https://microcredentials.digitalpromise.org/explore/analyzes-feedback-feedback-forms-2,M6P4AK,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Learning Sciences,Introduction to the Learning Sciences,Math Learning,STEM Learning Practices,STEM & STEAM"
Math 20/20,Math 20/20 Qualified Instructor,Facilitates Content Conversations - Standards Talks, The instructor effectively demonstrates a command of the mathematical content standards. ,https://media.badgr.io/uploads/badges/63103d52-bbca-4927-b90b-be96ef187e85.png,https://microcredentials.digitalpromise.org/explore/facilitates-content-conversations-standards-talk-2,HT8FA4,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Identity & Behavior & Relationships,STEM Learning Practices,STEM & STEAM,Math Learning"
MCESA,Instructional Conferencing,Know Thy Plan: Using the Skill and Will Matrix to Plan an Instructional Conference, School leader identifies an optimal instructional conference approach based on the leaders knowledge of self and the teacher. ,https://media.badgr.io/uploads/badges/21704235-779d-4e70-b4dc-3171364f231b.png,https://microcredentials.digitalpromise.org/explore/know-thy-plan-using-the-skill-and-will-matrix-to-p,9CGJBT,"Administrator,Coach & Curriculum Designer & Teacher Lead","Learning Forward Subject Matter,ISTE Subject Matter","Leadership,Education Leadership,Conference,Assessment"
MCESA,"Collecting, Analyzing and Preparing Observation Evidence (Scripting)",2. Analysis of Evidence, School leader accurately analyzes and labels observation data aligned to the Learning Observation Instrument elements.  ,https://media.badgr.io/uploads/badges/c07e5988-38e6-46bb-9611-78c4966fec89.png,https://microcredentials.digitalpromise.org/explore/2-analysis-of-evidence-2,R3GX5Z,"Administrator,Coach & Curriculum Designer & Teacher Lead","Learning Forward Subject Matter,ISTE Subject Matter","Leadership,Education Leadership,Conference,Assessment"
MCESA,"Collecting, Analyzing and Preparing Observation Evidence (Scripting)",1. Effective Evidence Collection, School leader observes classroom lesson and effectively records evidence that will support scoring REIL Learning Observation Instrument elements.  ,https://media.badgr.io/uploads/badges/362966ca-2a0f-4a54-8fd2-560ab741fe95.png,https://microcredentials.digitalpromise.org/explore/1-effective-evidence-collection,1U5Z6G,"Administrator,Coach & Curriculum Designer & Teacher Lead","Learning Forward Subject Matter,ISTE Subject Matter","Leadership,Education Leadership,Conference,Assessment"
MCESA,Instructional Conferencing,Know Thy Teacher: Skill and Will Matrix Assessment, School leader analyzes observational data of a teachers pedagogical and content skills (skill) and teaching disposition (will) to provide differentiated support. ,https://media.badgr.io/uploads/badges/4f6db1df-8484-4eee-8163-250683c52d16.png,https://microcredentials.digitalpromise.org/explore/know-thy-teacher-skill-and-will-matrix-assessment,95P1MF,"Administrator,Coach & Curriculum Designer & Teacher Lead","Learning Forward Subject Matter,ISTE Subject Matter","Leadership,Education Leadership,Conference,Assessment"
MCESA,"Collecting, Analyzing and Preparing Observation Evidence (Scripting)",3. Using Evidence to Prepare for the Instructional Conference, School leader effectively utilizes an analyzed script to prepare and provide specific instructional feedback for a post-observation conference. ,https://media.badgr.io/uploads/badges/accdac93-7969-4eee-9912-0d17fca890ca.png,https://microcredentials.digitalpromise.org/explore/3-using-evidence-to-prepare-for-the-instructiona-2,FKC0LV,"Administrator,Coach & Curriculum Designer & Teacher Lead","Learning Forward Subject Matter,ISTE Subject Matter","Leadership,Education Leadership,Conference,Assessment"
MCESA,Instructional Conferencing,Know Thyself: Uncovering Leader Will Driver and Biases, School leader analyzes their personal will driver and rater biases in order to support accurate scoring and inform differentiated support for teachers. ,https://media.badgr.io/uploads/badges/1b490080-d7a2-4682-8ef5-3bc21f54fb43.png,https://microcredentials.digitalpromise.org/explore/know-thyself-uncovering-leader-will-driver-and-bia,06UYES,"Administrator,Coach & Curriculum Designer & Teacher Lead","Learning Forward Subject Matter,ISTE Subject Matter","Leadership,Education Leadership,Conference,Assessment"
MCESA,Instructional Conferencing,Paraphrasing to Support Active Listening, School leader demonstrates active listening through the use of paraphrasing in an instructional conference or meeting. ,https://media.badgr.io/uploads/badges/6305e6b9-c711-4587-a219-e311295c133a.png,https://microcredentials.digitalpromise.org/explore/paraphrasing-to-support-active-listening,K2R806,Administrator,"Learning Forward Subject Matter,ISTE Subject Matter","Leadership,Education Leadership,Conference,Assessment"
MCESA,Instructional Conferencing,Practice in the Post-Observation Conference, School leader plans for and guides the teacher in practicing a high-leverage instructional skill during the post-observation conference. ,https://media.badgr.io/uploads/badges/96673a7f-21bc-41cc-89c5-7a9110922665.png,https://microcredentials.digitalpromise.org/explore/practice-in-the-post-observation-conference, JVN9TE,"Administrator,Coach & Curriculum Designer & Teacher Lead","Learning Forward Subject Matter,ISTE Subject Matter","Leadership,Education Leadership,Conference,Assessment"
MCESA,Instructional Conferencing,Selling the Reinforcement: Strength-Based Feedback in the Instructional Conference, School leader demonstrates application of strength-based feedback in an instructional conference to increase teacher efficacy to expand on an already effective instructional practice. ,https://media.badgr.io/uploads/badges/28cfc975-44cd-47a8-9529-bb54085a75e5.png,https://microcredentials.digitalpromise.org/explore/selling-the-reinforcement-strength-based-feedback-,5KPDXL,Administrator,"Learning Forward Subject Matter,ISTE Subject Matter","Leadership,Education Leadership,Conference,Assessment"
National AfterSchool Association,STEM Facilitation,Facilitating STEM Reflections and Connections, Facilitator engages youth in explicit STEM reflection and connection. ,https://media.badgr.io/uploads/badges/ad24f24b-8247-488e-b2c0-47970e7e569d.png,https://microcredentials.digitalpromise.org/explore/facilitating-stem-reflections-and-connections,X38BK4,"Classroom Educator,Facilitator","ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Learning Environments,Identity & Behavior & Relationships"
National AfterSchool Association,STEM Facilitation,Creating Informal STEM Learning Environments, Facilitator creates effective informal STEM learning environments. ,https://media.badgr.io/uploads/badges/e624f22d-4697-4c79-a060-df9c8f7f3b8f.png,https://microcredentials.digitalpromise.org/explore/creating-informal-stem-learning-environments,4YMVZH,"Classroom Educator,Facilitator","ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Learning Environments"
National AfterSchool Association,STEM Facilitation,Establishing STEM Identity and Relevance, Facilitator provides opportunities for youth to establish STEM identity and relevance. ,https://media.badgr.io/uploads/badges/2edb15f0-ede3-4e70-abd7-396c7d09a871.png,https://microcredentials.digitalpromise.org/explore/establishing-stem-identity-and-relevance,39R8M0,"Classroom Educator,Facilitator","ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Learning Environments,Identity & Behavior & Relationships"
National AfterSchool Association,STEM Facilitation,Creating a Positive STEM Learning Atmosphere, Facilitator creates a positive STEM learning atmosphere. ,https://media.badgr.io/uploads/badges/415dc713-51ac-47a0-8319-9910086564ab.png,https://microcredentials.digitalpromise.org/explore/creating-a-positive-stem-learning-atmosphere,46ZXKH,"Classroom Educator,Facilitator","ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Learning Sciences"
National AfterSchool Association,STEM Facilitation,Encouraging STEM Practices, Facilitator encourages youth to use STEM practices. ,https://media.badgr.io/uploads/badges/cc03b867-6ab1-422d-bcc6-003e87c5b027.png,https://microcredentials.digitalpromise.org/explore/encouraging-stem-practices,MJBEPQ,"Classroom Educator,Facilitator","ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Learning Sciences"
National AfterSchool Association,STEM Facilitation,Encouraging Youth Voice in STEM, Facilitator encourages youth voice in STEM. ,https://media.badgr.io/uploads/badges/9833bde0-a646-4b7f-93dd-d7d772065d33.png,https://microcredentials.digitalpromise.org/explore/encouraging-youth-voice-in-stem,L4HBWN,"Classroom Educator,Facilitator","ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Learning Environments,Student Voices"
National AfterSchool Association,STEM Facilitation,Engaging Youth in Active STEM Learning, Facilitator engages youth in active STEM learning. ,https://media.badgr.io/uploads/badges/fb26521c-be72-406c-a3fd-2015f1285a8e.png,https://microcredentials.digitalpromise.org/explore/engaging-youth-in-active-stem-learning,N9HSBK,"Classroom Educator,Facilitator","ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Learning Sciences"
National AfterSchool Association,STEM Facilitation,Ensuring Equitable Participation in STEM, Facilitator ensures equitable youth participation in STEM learning. ,https://media.badgr.io/uploads/badges/4ac8254e-c891-4a4a-b45c-378f75617540.png,https://microcredentials.digitalpromise.org/explore/ensuring-equitable-participation-in-stem,4BY82H,"Classroom Educator,Facilitator","ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Learning Environments,Equity"
National AfterSchool Association,STEM Facilitation,Ensuring STEM Content Learning, Facilitator ensures accurate STEM content learning. ,https://media.badgr.io/uploads/badges/70eae93f-2574-4e1a-b609-a26d0af5e5ec.png,https://microcredentials.digitalpromise.org/explore/ensuring-stem-content-learning,L8JW32,"Classroom Educator,Facilitator","ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Learning Environments,Performance Assessment"
National AfterSchool Association,STEM Facilitation,Providing Purposeful STEM Activities, Facilitator provides purposeful STEM activities. ,https://media.badgr.io/uploads/badges/8a08fccf-768f-4d91-bc10-c35565ba67e2.png,https://microcredentials.digitalpromise.org/explore/providing-purposeful-stem-activities,KDSV18,"Classroom Educator,Facilitator","ISTE Subject Matter,Digital Promise Research Map Topic List","STEM Learning Practices,STEM & STEAM,Learning Environments,Identity & Behavior & Relationships"
National Geographic Society,Service Learning,Tying Service Learning to Curriculum Goals, Teachers lead students in aligning service learning to student learning goals and outcomes. ,https://media.badgr.io/uploads/badges/0c5aa7fd-5c88-42f2-bf3d-b773f8211e5c.png,https://microcredentials.digitalpromise.org/explore/tying-service-learning-to-curriculum-goals,6FJKW3,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Parent & Community Engagement,Project-based Learning,Project-Based Learning"
National Geographic Society,Geographic Thinking,Geographic Thinking: Geographic Storytelling to Inspire Action, Educators work with students to create compelling resources that not only provide evidence-based analysis of geographic data but also inspire others to take action to improve the world.  ,https://media.badgr.io/uploads/badges/b47bed82-0e38-432a-9132-97abf5bd8025.png,https://microcredentials.digitalpromise.org/explore/geographic-thinking-geographic-storytelling-to-ins,LJ7U2R,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Parent & Community Engagement,Project-based Learning,Project-Based Learning,Civics,Global Collaboration"
National Geographic Society,Service Learning,Communicating Outcomes, Educator leads students in sharing and celebrating their service learning experiences. ,https://media.badgr.io/uploads/badges/aeea411a-bcb0-49be-b4e1-1f967418f5dd.png,https://microcredentials.digitalpromise.org/explore/communicating-outcomes,85Q2TA,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Parent & Community Engagement,Project-based Learning,Project-Based Learning"
National Geographic Society,Geographic Thinking,Geographic Thinking: Planning for Geographic Research and Data Collection, Educators help students plan and organize their geographic research and data collection by creating supporting &ldquo;Need-to-Know&rdquo; questions and identifying sources of information aligned to those questions. ,https://media.badgr.io/uploads/badges/f8a7fb50-4fbb-44ba-bd25-4cc83cef567e.png,https://microcredentials.digitalpromise.org/explore/geographic-thinking-planning-for-geographic-resear,MEDFHV,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Parent & Community Engagement,Project-based Learning,Project-Based Learning,Global Collaboration,Civics"
National Geographic Society,Geographic Thinking,Geographic Thinking: Understanding Problems at Multiple Scales," Educator guides students to understand geographic issues and problems at local, regional, and global scales. ",https://media.badgr.io/uploads/badges/7fece4aa-9245-4ba9-9dc4-66c9261d26c8.png,https://microcredentials.digitalpromise.org/explore/geographic-thinking-understanding-problems-at-mult,6J3SLD,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Parent & Community Engagement,Project-based Learning,Project-Based Learning,Civics,Global Collaboration"
National Geographic Society,Geographic Thinking,Geographic Thinking: Creating Geographic Inquiry Questions, Educators guide students to create complex geographic inquiry questions that can drive deep research and learning in Geography.  ,https://media.badgr.io/uploads/badges/6450c752-9d18-4edb-b93b-fe838ca76b0a.png,https://microcredentials.digitalpromise.org/explore/geographic-thinking-creating-geographic-inquiry-qu,Q69LTM,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Parent & Community Engagement,Service Learning,Experiential Learning,Project-based Learning,Project-Based Learning,Civics,Global Collaboration"
